"Datetime","Tweet.Id","File","Text","Username","Location"
"2019-04-07 17:00:01+00:00",1114935872577855488,"health-tweets.csv","‼️ April is Bowel Cancer Awareness Month ‼️

The Colorectal nursing team, Endoscopy &amp; Bowel Screening departments will be raising awareness throughout the month of bowel cancer.

Visit out website for info on the symptoms &amp; risk factors of bowel cancer ⬇️https://t.co/ovhBMReSgd👈 https://t.co/H1u7c6yNk4","setrust","Northern Ireland"
"2018-04-30 11:04:00+00:00",990909629457731584,"health-tweets.csv","Bowel Cancer awareness Month finishes today but information and advice is available all year, 24hrs a day.
&gt;&gt;https://t.co/CZTTcI9mLx https://t.co/mdte4wFB5q","setrust","Northern Ireland"
"2018-04-29 11:30:00+00:00",990553785520058368,"health-tweets.csv","Find out more about Bowel Cancer screening for people at high risk &gt;&gt;https://t.co/e9kI3Vx7Sy https://t.co/adQvp1X3zF","setrust","Northern Ireland"
"2018-04-26 11:05:00+00:00",989460329913434112,"health-tweets.csv","Find out more about Bowel Cancer &gt;&gt;https://t.co/e9kI3VOIK6 https://t.co/e2MrwRLRrQ","setrust","Northern Ireland"
"2018-04-23 07:40:00+00:00",988321575672872960,"health-tweets.csv","Find out more about Bowel Cancer &gt;&gt;https://t.co/e9kI3Vx7Sy https://t.co/ABSMqQnCGf","setrust","Northern Ireland"
"2018-04-20 10:00:01+00:00",987269649795514368,"health-tweets.csv","Bowel Cancer Awareness: 

Know the signs! https://t.co/CZTTcI9mLx https://t.co/rV0wqXguE6","setrust","Northern Ireland"
"2018-04-17 09:35:00+00:00",986176189092917248,"health-tweets.csv","Bowel Cancer Awareness:

Do you know the symptoms? https://t.co/QJ9Y8tFwUA","setrust","Northern Ireland"
"2018-04-12 08:28:20+00:00",984347471445970944,"health-tweets.csv","April is Bowel Cancer Awareness Month. This useful guide from @Bowel_Cancer_UK offers advice for carers on how to support people with learning disabilities to help keep their bowels healthy and understand the importance of screening &gt;&gt;https://t.co/0rzZ91PXRN https://t.co/0x1HbtkaiW","setrust","Northern Ireland"
"2018-04-09 09:13:47+00:00",983271748438319104,"health-tweets.csv","April is Bowel Cancer Awareness Mont.
Do you know the symptoms? &gt;&gt;https://t.co/0FZGdRwd8V https://t.co/p1T3zdjLti","setrust","Northern Ireland"
"2018-04-01 08:11:00+00:00",980356844152434688,"health-tweets.csv","Today marks the start of Bowel Cancer Awareness Month. Bowel cancer is treatable and curable if diagnosed early. 

For more information on symptoms and support: https://t.co/vT2TEg26Al https://t.co/buzvLTHS1y","setrust","Northern Ireland"
"2017-04-30 13:00:00+00:00",858667251750248448,"health-tweets.csv","Bowel cancer screening saves lives
For more information about screening visit https://t.co/kDxTAWECmW 
 
#STOPbowelcancer https://t.co/dH1gK1QKhE","setrust","Northern Ireland"
"2017-04-26 11:00:02+00:00",857187507670306816,"health-tweets.csv","Unsure how Bowel Cancer Screening works? 

Find out more: 
https://t.co/kDxTAWWdLw 
  
#STOPbowelcancer https://t.co/6LY1UeI0Vs","setrust","Northern Ireland"
"2017-04-24 09:30:01+00:00",856440079941644288,"health-tweets.csv","Increase your fibre intake to help prevent bowel cancer. #bowelcanceraware https://t.co/e84WtbdRhN","setrust","Northern Ireland"
"2017-04-22 14:00:01+00:00",855783250039496704,"health-tweets.csv","April is Bowel Cancer Awareness Month

For more information: https://t.co/kDxTAWECmW 
 
#STOPbowelcancer https://t.co/om1MKXinfv","setrust","Northern Ireland"
"2017-04-20 11:00:02+00:00",855013179688136704,"health-tweets.csv","Do you know the facts about Bowel Cancer? 

For more information about screening visit: https://t.co/kDxTAWWdLw 
 
#STOPbowelcancer https://t.co/oow7vKVHAG","setrust","Northern Ireland"
"2017-04-16 14:00:04+00:00",853608936469020672,"health-tweets.csv","Do you know the symptoms of Bowel Cancer? 

For more information about screening visit: https://t.co/kDxTAWECmW 
 
#STOPbowelcancer https://t.co/HBF1Ey97WN","setrust","Northern Ireland"
"2017-04-14 15:00:03+00:00",852899254830075904,"health-tweets.csv","Increase your fibre intake to help prevent bowel cancer. #bowelcanceraware https://t.co/uqobSqDTwv","setrust","Northern Ireland"
"2017-04-14 11:00:01+00:00",852838848853938176,"health-tweets.csv","Bowel Cancer Awareness 

For more information about screening visit: https://t.co/kDxTAWWdLw 
 
#STOPbowelcancer https://t.co/jY7lzaV43i","setrust","Northern Ireland"
"2017-04-12 09:00:01+00:00",852083873512996864,"health-tweets.csv","Bowel Cancer Awareness 

Information stand outside Colorectal Office, ground floor, main building, Ulster Hospital 
  
#STOPbowelcancer https://t.co/TyNggmctlO","setrust","Northern Ireland"
"2017-04-08 12:00:02+00:00",850679628360335360,"health-tweets.csv","Do you know the symptoms of Bowel Cancer? 

https://t.co/kDxTAWECmW 

#STOPbowelcancer https://t.co/xlC4se1iaG","setrust","Northern Ireland"
"2017-04-06 14:00:01+00:00",849985047566446592,"health-tweets.csv","Increase your fibre intake to help prevent bowel cancer. #bowelcanceraware https://t.co/kXsM6zdyop","setrust","Northern Ireland"
"2017-04-05 11:14:01+00:00",849580882390331392,"health-tweets.csv","Do you know the facts about Bowel Cancer? 

For more information about screening visit: https://t.co/kDxTAWWdLw 
 
#STOPbowelcancer https://t.co/K4IXMX4ZCv","setrust","Northern Ireland"
"2017-04-05 09:25:43+00:00",849553629870772224,"health-tweets.csv","April is Bowel Cancer Awareness Month, to find out more about Bowel Cancer click the link below: 
https://t.co/k8BRqGirCP 
#STOPbowelcancer https://t.co/SA5OkHbph0","setrust","Northern Ireland"
"2014-04-11 10:50:16+00:00",454572134023831552,"health-tweets.csv","Be Bowel Cancer aware, know the signs &amp; symptoms - http://t.co/3ke2k5VUXZ","setrust","Northern Ireland"
"2013-04-09 15:49:45+00:00",321651153651785728,"health-tweets.csv","April is Bowel Cancer Awareness month.  Know the signs and symptoms to look out for visit - http://t.co/oUwVYzVhzf  #bowelcancerawareness","setrust","Northern Ireland"
"2022-04-23 17:34:00+00:00",1517919731457552384,"health-tweets.csv","In Northern Ireland an average of 1,100 people are diagnosed with colorectal cancer each year.

However nearly everyone survives bowel cancer if diagnosed at the earliest stage!

Belfast Trust's Colorectal Team have listed some signs and symptoms to be aware of ⬇️ https://t.co/rTTSDQDQlu","BelfastTrust","Belfast"
"2022-04-18 17:16:00+00:00",1516103262516170752,"health-tweets.csv","April is #BowelCancerAwarenessMonth 
Bowel cancer is the UK’s 2nd biggest cancer killer, however it shouldn’t be because it’s treatable &amp; curable especially if diagnosed early.

Richard Arnold, Consultant Surgeon highlights the symptoms and what to do if you have any concerns. https://t.co/LpEH89CiRO","BelfastTrust","Belfast"
"2022-04-09 17:24:00+00:00",1512843784836591616,"health-tweets.csv","In Northern Ireland an average of 1,100 people are diagnosed with colorectal cancer each year.

However nearly everyone survives bowel cancer if diagnosed at the earliest stage!

Belfast Trust's Colorectal Team have listed some signs and symptoms to be aware of: https://t.co/W6gGRaJq18","BelfastTrust","Belfast"
"2022-04-05 17:07:00+00:00",1511389955087511552,"health-tweets.csv","Bowel cancer is the UK’s second biggest cancer killer, however it shouldn’t be because it’s treatable and curable especially if diagnosed early. 

Knowing the symptoms of bowel cancer could save your life!

#BowelCancerAwarenessMonth https://t.co/LUompZqjVc","BelfastTrust","Belfast"
"2022-04-03 17:00:00+00:00",1510663418705059840,"health-tweets.csv","April is Bowel Cancer Awareness Month!

Bowel cancer is the UK’s 2nd biggest cancer killer, but it shouldn’t be because it’s treatable &amp; curable especially if diagnosed early.

Richard Arnold, Consultant Surgeon highlights the symptoms &amp; what to do if you have any concerns. https://t.co/eUvGETbZIM","BelfastTrust","Belfast"
"2021-05-26 11:36:00+00:00",1397516866759794688,"health-tweets.csv","Living well with bowel cancer event 📣

Saturday 19th June 2021 10.30am - 2pm 

Bowel Cancer UK are hosting a 'Living well with bowel cancer' free, virtual event!

To register or find out more info: 
visit 👉 https://t.co/uTTLrQsgW2 
or email 👉supportevents@bowelcanceruk.org.uk https://t.co/xBUAJJbjDj","BelfastTrust","Belfast"
"2021-04-30 15:05:52+00:00",1388147596196204544,"health-tweets.csv","If you have any concerns or things just don’t feel right, go and see your doctor. Knowing the symptoms and early detection could save your life. 

You can get more info about bowel cancer and symptoms on the @bowelcanceruk website: https://t.co/KYjeRaNQuE","BelfastTrust","Belfast"
"2021-04-30 15:05:51+00:00",1388147592714928128,"health-tweets.csv","The symptoms of bowel cancer include:

• Bleeding from your bottom and / or blood in your poo
• A persistent and unexplained change in bowel habit
• Unexplained weight loss
• Extreme tiredness for no obvious reason
• A pain or lump in your tummy https://t.co/WyNPnsCRax","BelfastTrust","Belfast"
"2021-04-30 15:05:49+00:00",1388147585291063296,"health-tweets.csv","Our Colorectal Team and @MacmillanNI are supporting Bowel Cancer Awareness Month. 

They’re encouraging you to look out for the key symptoms and contact your GP if things don’t feel right. https://t.co/6Wf0o9BLcK","BelfastTrust","Belfast"
"2021-04-10 17:30:00+00:00",1380936113074806784,"health-tweets.csv","#BowelCancerAwarenessMonth

Bowel Cancer is Northern Ireland’s second biggest cancer killer but it shouldn’t be, as it’s treatable and curable, especially if diagnosed early. 

Being aware of the key symptoms and visiting your GP if things don’t feel right. https://t.co/4CFPFAf7rg","BelfastTrust","Belfast"
"2021-04-05 11:29:00+00:00",1379033323540975616,"health-tweets.csv","Almost 9,000 people living in Northern Ireland today have been diagnosed with #bowelcancer. This April duri ng #BowelCancerAwarenessMonth we’re supporting @bowelcanceruk. 

Knowing the symptoms of bowel cancer could save your life!

Find out more: https://t.co/AQgqUoV4I6 https://t.co/QjEfzAjyav","BelfastTrust","Belfast"
"2019-04-24 17:01:14+00:00",1121096773030772736,"health-tweets.csv","This #bowelcancerawarenessmonth everyone should learn the symptoms of the condition. It could save your life. See your GP if you have any concerns. For more information on bowel cancer symptoms, including a symptoms diary, visit: https://t.co/sIzShOB6bu https://t.co/rhDwkxWWiA","BelfastTrust","Belfast"
"2019-04-15 17:30:15+00:00",1117842584288808960,"health-tweets.csv","This #bowelcancerawarenessmonth everyone should learn the symptoms of the condition. It could save your life. See your GP if you have any concerns. For more information on bowel cancer symptoms, including a symptoms diary, visit: https://t.co/UrtlGPNueQ https://t.co/EbuJey3AbF","BelfastTrust","Belfast"
"2018-06-07 08:50:16+00:00",1004646711384559616,"health-tweets.csv","Did you know eating enough fibre reduces risk of heart disease, stroke, type 2 diabetes &amp; bowel cancer? Adults should have 30g fibre/day &amp; as we only eat an average of 18g/day in NI, we have some work to do! Take a look at these top tips https://t.co/hcv3PW7T6z #DietitiansWeek","BelfastTrust","Belfast"
"2018-04-25 11:07:59+00:00",989098693646258176,"health-tweets.csv","Did you know 70% of patients diagnosed with bowel cancer in Northern Ireland are over the age of 65 years? The rate is highest among men and women aged between 85 and 89. 

Get info about the symptoms &amp; causes of bowel cancer https://t.co/jWv9Pq6BHn #BowelCancerAwarenessMonth https://t.co/aN4kc0FNiI","BelfastTrust","Belfast"
"2018-04-12 10:28:34+00:00",984377730014896128,"health-tweets.csv","Early detection can make a big difference to the outcome of bowel cancer treatment, so learn the signs &amp; symptoms. Contact your GP if you're concerned. Download a leaflet from @Bowel_Cancer_UK on good bowel health at: https://t.co/YB9TXPzKsz
For more info:
https://t.co/KYjeRaNQuE https://t.co/NwOBFdIZ6x","BelfastTrust","Belfast"
"2014-12-02 15:29:04+00:00",539803442773258240,"health-tweets.csv","Want to find out more about Bowel Cancer?Come along to our free public information evening on Tue 2nd Dec more info: http://t.co/V1cn6LYtnm","BelfastTrust","Belfast"
"2014-11-27 09:43:10+00:00",537904456810364928,"health-tweets.csv","Want to find out more about Bowel Cancer?Come along to our free public information evening on Tue 2nd Dec more info: http://t.co/V1cn6LYtnm","BelfastTrust","Belfast"
"2014-11-24 14:55:17+00:00",536895837432188928,"health-tweets.csv","Want to find out more about Bowel Cancer?Come along to our free public information evening on Tue 2nd Dec more info: http://t.co/V1cn6LYtnm","BelfastTrust","Belfast"
"2022-07-01 19:00:01+00:00",1542946140135378944,"health-tweets.csv","It is important to be aware of the possible symptoms of bowel cancer. These symptoms do not mean that you have bowel cancer, but if you have any of these symptoms for 3 weeks or more, please speak with your GP. For further info on bowel cancer see https://t.co/Ym2eVLTQ75 https://t.co/zdxkYl33WT","publichealthni","Northern Ireland"
"2022-06-29 11:43:52+00:00",1542111607517478912,"health-tweets.csv","We are saddened to learn of the death of Dame Deborah James. If you would like to find out more information about bowel cancer please visit https://t.co/Ym2eVLCffx https://t.co/gawlbR8eyV","publichealthni","Northern Ireland"
"2022-04-29 09:00:03+00:00",1519964720077455360,"health-tweets.csv","If you receive the bowel cancer screening test in the post, please consider completing and returning it. Taking the test could save your life. 
For further information visit
 https://t.co/GDtiYsankB 
 #BowelCancerScreening #BowelCancerAwarenessMonth https://t.co/FTD3wYllge","publichealthni","Northern Ireland"
"2022-04-22 09:00:00+00:00",1517427991734669312,"health-tweets.csv","There could be small changes that you could make to reduce the risk of bowel cancer. More info at  https://t.co/xuJf0yaCpe 
To get info on bowel cancer screening visit https://t.co/bTJk7DluHg #BowelCancerScreening  #BowelCancerAwarenessMonth https://t.co/F2MHMDjFPu","publichealthni","Northern Ireland"
"2022-04-15 09:00:02+00:00",1514891285747826688,"health-tweets.csv","It is important to be aware of the possible symptoms of bowel cancer. These symptoms do not mean that you have bowel cancer, but if you have any of these symptoms for 3 weeks or more, please speak with your GP. 
#BowelCancerAwarenessMonth https://t.co/8RSrXvv0RL","publichealthni","Northern Ireland"
"2022-04-08 09:00:00+00:00",1512354561037676544,"health-tweets.csv","Bowel cancer screening reduces your risk of dying from bowel cancer. People aged 60-74 are invited to take part in screening every two years.The test can be done at home in private. For further info visit https://t.co/NSfguOOXPb  
#BowelCancerScreening #BowelCancerAwarenessMonth https://t.co/qvTWU07AS2","publichealthni","Northern Ireland"
"2022-04-01 09:00:00+00:00",1509817848029360128,"health-tweets.csv","If you receive the bowel cancer screening test in the post, please consider completing and returning it. Taking the test could save your life. 
For further information visit https://t.co/NSfguOxmqB  #BowelCancerScreening #BowelCancerAwarenessMonth https://t.co/uVRdVabHGG","publichealthni","Northern Ireland"
"2021-11-12 18:00:01+00:00",1459219447500226560,"health-tweets.csv","Screening saves lives from cancer. The Public Health Agency runs screening programmes for breast, cervical and bowel cancers. Take up the offer of cancer screening when you are invited. More info @ https://t.co/UfK0TSxl3w https://t.co/1PCLectCSO","publichealthni","Northern Ireland"
"2021-09-10 09:00:03+00:00",1436253123505311744,"health-tweets.csv","Screening saves lives from cancer. The Public Health Agency runs screening programmes for breast, cervical and bowel cancers. Take up the offer of cancer screening when you are invited. More info @ https://t.co/UfK0TSfJEW 
@HSCBoard @compharmacyni @NICPLD1 https://t.co/42ZJ5gLcSC","publichealthni","Northern Ireland"
"2021-08-20 09:00:03+00:00",1428642976625012736,"health-tweets.csv","Screening saves lives from cancer. PHA runs screening programmes for breast, cervical and bowel cancers. Take up the offer of cancer screening when you are invited. More info @ https://t.co/UfK0TSxl3w https://t.co/AkcpJn01Qr","publichealthni","Northern Ireland"
"2021-08-13 13:00:01+00:00",1426166654262726656,"health-tweets.csv","Bowel cancer screening reduces your risk of dying from bowel cancer. People aged 60-74 are invited to take part in screening every 2 years. The test can be done at home in private. For further info visit https://t.co/sdrqt6NVhG   
#bowelcancerscreening https://t.co/H7HpMeT2qG","publichealthni","Northern Ireland"
"2021-07-23 11:00:01+00:00",1418526309265854464,"health-tweets.csv","There are steps everyone can take to reduce their risk of bowel cancer.  
Info on bowel cancer at https://t.co/Ym2eVLCffx   
Info on the bowel screening programme at https://t.co/NSfguOOXPb     #bowelcancerscreening #BeCancerAware https://t.co/zO2HCaFd5d","publichealthni","Northern Ireland"
"2021-07-09 11:00:02+00:00",1413452883111129088,"health-tweets.csv","There are steps everyone can take to reduce their risk of bowel cancer. Info on bowel cancer at https://t.co/JVgYDqh8qc 
Info on the bowel screening programme at https://t.co/mtzvPyPSgg https://t.co/jxbFQggFeg","publichealthni","Northern Ireland"
"2021-06-25 17:00:01+00:00",1408470043629813760,"health-tweets.csv","If you receive the bowel cancer screening test in the post, please complete and return it. Taking the test could save your life. For further information visit https://t.co/NSfguOxmqB https://t.co/h0PvzpEfJa","publichealthni","Northern Ireland"
"2021-06-11 11:00:01+00:00",1403306016503177216,"health-tweets.csv","Bowel cancer screening reduces your risk of dying from bowel cancer. People aged 60-74 are invited to take part in screening every 2 years. The test can be done at home in private. For further info visit https://t.co/sdrqt6NVhG  
#bowelcancerscreening https://t.co/P0ncvRFr2a","publichealthni","Northern Ireland"
"2021-05-28 17:00:00+00:00",1398323181161652224,"health-tweets.csv","There are steps everyone can take to reduce their risk of bowel cancer. Info on bowel cancer at https://t.co/Ym2eVLTQ75
Info on the bowel screening programme at https://t.co/NSfguOxmqB https://t.co/gI076L7YBB","publichealthni","Northern Ireland"
"2021-05-14 13:00:02+00:00",1393189362951589888,"health-tweets.csv","If you receive the bowel cancer screening test in the post, please complete and return it. Taking the test could save your life. For further information visit https://t.co/NSfguOxmqB 
#bowelcancerscreening https://t.co/nq0zutucBt","publichealthni","Northern Ireland"
"2021-04-30 09:00:01+00:00",1388055526865469440,"health-tweets.csv","There are steps everyone can take to reduce their risk of bowel cancer.  
Info on bowel cancer at https://t.co/Ym2eVLTQ75 
Info on the bowel screening programme at https://t.co/NSfguOxmqB   #bowelcancerscreening  #BowelCancerAwarenessMonth https://t.co/uAGnSmL3OE","publichealthni","Northern Ireland"
"2021-04-23 09:00:01+00:00",1385518814490726400,"health-tweets.csv","It is important to be aware of the possible symptoms of bowel cancer. These symptoms do not mean that you have bowel cancer, but if you have any of these symptoms for 3 weeks or more, please speak with your GP. #BowelCancerAwarenessMonth https://t.co/aVxHEMWhMj","publichealthni","Northern Ireland"
"2021-04-16 17:01:11+00:00",1383103187444506624,"health-tweets.csv","Bowel cancer screening reduces your risk of dying from bowel cancer. The test used for bowel cancer screening has recently changed. Watch this animated video to explain how to take the new test https://t.co/ZjG9hdtFwA
#Bowelcancerawarenessmonth","publichealthni","Northern Ireland"
"2021-04-09 08:00:32+00:00",1380430415438172160,"health-tweets.csv","Bowel cancer screening reduces your risk of dying from bowel cancer. People aged 60-74 are invited to take part in screening every 2 years. The test can be done at home in private. For further info visit https://t.co/sdrqt6NVhG 
#bowelcancerscreening #BowelCancerAwarenessMonth https://t.co/4i4IaH78I6","publichealthni","Northern Ireland"
"2021-04-02 09:00:44+00:00",1377908850121138176,"health-tweets.csv","If you receive the bowel cancer screening
test in the post, please complete and return it. Taking the test could save your life. For further information visit https://t.co/NSfguOOXPb
#bowelcancerscreening #BowelCancerAwarenessMonth https://t.co/epKCy5QriR","publichealthni","Northern Ireland"
"2021-03-30 18:00:30+00:00",1376957523341815808,"health-tweets.csv","April is Bowel Cancer Awareness Month and the PHA is using this opportunity to raise awareness of signs and symptoms and encourage people to take part in the screening programme when invited. https://t.co/EE7OgI37BF https://t.co/UCvRp6VOBt","publichealthni","Northern Ireland"
"2019-04-15 09:56:34+00:00",1117728412414693376,"health-tweets.csv","Blood in your poo or looser poo? If it’s been six weeks or more, see your GP.
It may be nothing but these can be signs of bowel cancer so it is important to get checked. 
Find out more at https://t.co/AZ5xqBmqjB 
#BowelCancerAwarenessMonth https://t.co/DN3ZCOEMqj","publichealthni","Northern Ireland"
"2019-02-18 11:04:39+00:00",1097451827229007872,"health-tweets.csv","Blood in your poo or looser poo? If it’s been six weeks or more, see your GP. It may be nothing but these can be signs of bowel cancer so it is important to get checked. Find out more at https://t.co/AZ5xqBmqjB https://t.co/YafZm6hhSS","publichealthni","Northern Ireland"
"2019-02-12 10:08:09+00:00",1095263277796462592,"health-tweets.csv","9 out of 10 people survive bowel cancer when it is found and treated early. 
Chris Wright shares his experience of bowel cancer and the importance of early diagnosis . https://t.co/yBcnZV0TcR 
Be cancer aware. Get checked early. 
Find out more at https://t.co/AZ5xqBmqjB https://t.co/Th9sgNrwmm","publichealthni","Northern Ireland"
"2017-10-18 14:34:44+00:00",920659416889905152,"health-tweets.csv","PHA #HSCRandD pleased to fund @QUBelfast £4.6m tripartite research study with @The_MRC tackling colorectal cancer https://t.co/LDFboBwNDK https://t.co/Q6uSAHmSot","publichealthni","Northern Ireland"
"2017-03-31 09:18:39+00:00",847739908558958592,"health-tweets.csv","Detecting bowel cancer early saves lives. Find out more during #BowelCancerAwarenessMonth at https://t.co/SHDrgZLn1W https://t.co/u1ohJynZJH","publichealthni","Northern Ireland"
"2016-04-18 12:31:47+00:00",722039925646979072,"health-tweets.csv","Its Bowel Cancer Awareness Month, find out how to complete the home bowel screening kit by watching the film -https://t.co/uYpL1Jsm3M","publichealthni","Northern Ireland"
"2016-04-11 13:04:38+00:00",719511477795889152,"health-tweets.csv","Early diagnosis can make all the difference with bowel cancer. 

Check out https://t.co/abz049YZJm  

#becanceraware https://t.co/zOJZWN5tdX","publichealthni","Northern Ireland"
"2016-04-06 08:53:01+00:00",717636216594763776,"health-tweets.csv","Detecting bowel cancer early saves lives! For more info see https://t.co/BBQD7txzZD #BowelCancerAwarenessMonth https://t.co/OHmYHoF88H","publichealthni","Northern Ireland"
"2015-04-14 11:03:00+00:00",587934072774782976,"health-tweets.csv","Early diagnosis can make all the difference with bowel cancer. 

Check out http://t.co/abz049YZJm 

#becanceraware http://t.co/UJ3nFR12dc","publichealthni","Northern Ireland"
"2015-04-14 08:24:40+00:00",587894225892675584,"health-tweets.csv","April is bowel cancer awareness month - Have you or someone you know received a bowel screening kit? Find out more - https://t.co/A3HVweCczz","publichealthni","Northern Ireland"
"2013-04-26 09:28:25+00:00",327715780122791936,"health-tweets.csv","Bowel cancer can occur at any age, be aware of the signs &amp; symptoms! Early detection can make a real difference. http://t.co/qfK7fDfZvY","publichealthni","Northern Ireland"
"2013-04-17 08:28:55+00:00",324439314891165696,"health-tweets.csv","Bowel cancer can occur at any age, be aware of the signs and symptoms!http://t.co/qfK7fDfZvY","publichealthni","Northern Ireland"
"2013-04-10 08:55:19+00:00",321909246327418880,"health-tweets.csv","Be aware of the signs and symptoms of the bowel cancer! early detection can make a real difference. http://t.co/qfK7fDfZvY","publichealthni","Northern Ireland"
"2013-04-03 09:39:58+00:00",319383767938654208,"health-tweets.csv","Bowel cancer is the second most common cancer in NI, the PHA is urging everyone to be bowel cancer aware! http://t.co/qfK7fDfZvY","publichealthni","Northern Ireland"
"2013-01-31 15:22:04+00:00",297001809233465344,"health-tweets.csv","Bowel cancer screening could save your life, take the test when invited, visit http://t.co/Ie37D4DP for more info. http://t.co/YEr8Ce4i","publichealthni","Northern Ireland"
"2012-06-14 10:23:21+00:00",213215039920934912,"health-tweets.csv","Bowel cancer screening programme milestones reached! To find out more see PHA news release:
http://t.co/iayHtiEy","publichealthni","Northern Ireland"
"2012-02-03 09:17:04+00:00",165363159660642304,"health-tweets.csv","“Taking the test could save your life” – PHA launches bowel cancer screening programme awareness campaign http://t.co/6TxeaQ21","publichealthni","Northern Ireland"
"2019-04-08 12:09:55+00:00",1115225254933291008,"health-tweets.csv","A better test for bowel cancer screening will be introduced in Northern Ireland in 2020. The new FIT test should help increase uptake rates and detect more cancers earlier. https://t.co/gZwOV7rMkp  
#BowelCancerAwarenessMonth https://t.co/3KOiMx21ya","healthdpt","Belfast"
"2016-03-22 14:43:21+00:00",712288561777799168,"health-tweets.csv","Hamilton: bowel screening has led to significant improvement in colorectal cancer one-year survival https://t.co/97QNBqUIK6 #becanceraware","healthdpt","Belfast"
"2022-05-18 18:25:00+00:00",1526992263074791424,"ni-tweets.csv","It’s important to be aware of the early signs and symptoms of bowel cancer. 
Early detection can increase chances of successful treatment: https://t.co/58oryfAd4B 
#BowelCancer
@healthdpt @publichealthni @HSC_NI https://t.co/Lltp7mex76","nidirect","Belfast, Northern Ireland"
"2022-04-25 12:53:00+00:00",1518573791131181056,"ni-tweets.csv","If you’re invited to take part in bowel cancer screening, do so -  doing the test can help find the disease at a very early stage before there are any symptoms: https://t.co/58oryfAd4B 
#BowelCancerAwarenessMonth
@publichealthni https://t.co/Vy6Uvt4wlJ","nidirect","Belfast, Northern Ireland"
"2022-04-12 13:53:07+00:00",1513877878999506944,"ni-tweets.csv","It’s important to be aware of the early signs and symptoms of bowel cancer. 
Early detection can increase chances of successful treatment: https://t.co/58oryfAd4B 
#BowelCancerAwarenessMonth
@healthdpt @publichealthni https://t.co/RX5Z38eaP5","nidirect","Belfast, Northern Ireland"
